Real,Previsto
285000.0,286147.98560700874
355000.0,286147.98560700874
570000.0,617582.8846153846
184000.0,200936.93244246475
725000.0,753897.339055794
162000.0,365093.23529411765
200000.0,365093.23529411765
1050000.0,418946.89830508473
895000.0,365093.23529411765
359000.0,753897.339055794
375800.0,267351.6029645315
135000.0,200936.93244246475
104000.0,365093.23529411765
269500.0,200936.93244246475
770000.0,787940.4761904762
15000.0,200936.93244246475
450000.0,286147.98560700874
430000.0,267351.6029645315
700000.0,403803.02116402116
980000.0,733778.9817444219
318500.0,798450.7593880389
535000.0,395913.0081300813
194000.0,516944.9917877448
215000.0,291475.01516683516
3950000.0,2430432.5064935065
186900.0,267351.6029645315
225000.0,200936.93244246475
1450000.0,1265740.49122807
85000.0,200936.93244246475
347000.0,511658.53658536583
293000.0,342982.94088669954
188500.0,342982.94088669954
300000.0,200936.93244246475
810000.0,738258.6346153846
900000.0,798450.7593880389
435000.0,539732.6481481482
730000.0,795787.4549549549
290000.0,516944.9917877448
380000.0,562735.2483221476
209500.0,395913.0081300813
385000.0,286147.98560700874
450000.0,398676.9759450172
165000.0,200936.93244246475
145000.0,267351.6029645315
245000.0,267351.6029645315
310000.0,200936.93244246475
298000.0,497401.9864364982
290000.0,286147.98560700874
185000.0,454090.62152777775
274100.0,267351.6029645315
60000.0,200936.93244246475
1235000.0,615145.5454545454
255000.0,342982.94088669954
435000.0,718740.6677018633
468800.0,311228.07042253524
205000.0,208327.08396946566
270000.0,267351.6029645315
445000.0,403101.6424242424
370000.0,615145.5454545454
235000.0,286147.98560700874
383800.0,342982.94088669954
620000.0,718740.6677018633
315000.0,200936.93244246475
189000.0,342982.94088669954
365000.0,200936.93244246475
1200000.0,570352.2276785715
220000.0,403803.02116402116
190000.0,357118.4210526316
580000.0,938076.5765765766
2500000.0,1100893.119266055
190000.0,365093.23529411765
375000.0,200936.93244246475
736000.0,921057.9831932773
225000.0,200936.93244246475
95000.0,286147.98560700874
399900.0,311228.07042253524
465000.0,525149.3953488372
205000.0,291475.01516683516
184000.0,200936.93244246475
175000.0,365093.23529411765
249000.0,403101.6424242424
237000.0,267351.6029645315
395000.0,398676.9759450172
229900.0,286147.98560700874
240000.0,286147.98560700874
376000.0,785353.2034632035
20000.0,200936.93244246475
130000.0,200936.93244246475
330000.0,365093.23529411765
330000.0,418946.89830508473
150000.0,403803.02116402116
284000.0,403101.6424242424
110000.0,365093.23529411765
1100000.0,795787.4549549549
170000.0,311228.07042253524
235000.0,342982.94088669954
211330.0,200936.93244246475
350000.0,267351.6029645315
579975.0,744449.0
378000.0,291475.01516683516
269900.0,738258.6346153846
165000.0,286147.98560700874
520435.0,286147.98560700874
199000.0,291475.01516683516
400000.0,610345.205479452
99000.0,200936.93244246475
750000.0,575612.015625
270000.0,795787.4549549549
670000.0,583628.8659793815
397000.0,497401.9864364982
588000.0,497401.9864364982
456750.0,403803.02116402116
268900.0,208327.08396946566
222500.0,286147.98560700874
139500.0,291475.01516683516
270000.0,200936.93244246475
7700000.0,365093.23529411765
290000.0,575612.015625
380000.0,516944.9917877448
371629.0,594296.147826087
1121000.0,738258.6346153846
288000.0,511658.53658536583
370000.0,365093.23529411765
350000.0,286147.98560700874
268000.0,365093.23529411765
630000.0,570352.2276785715
800000.0,610345.205479452
249000.0,511658.53658536583
515000.0,511658.53658536583
240000.0,798450.7593880389
780000.0,718740.6677018633
561000.0,454090.62152777775
394280.0,200936.93244246475
337500.0,286147.98560700874
355000.0,267351.6029645315
411400.0,342982.94088669954
230000.0,267351.6029645315
73000.0,365093.23529411765
790000.0,795787.4549549549
507688.0,342982.94088669954
179900.0,311228.07042253524
495000.0,286147.98560700874
385000.0,358226.3082706767
169900.0,267351.6029645315
575000.0,2862967.4025974027
629000.0,365093.23529411765
640000.0,610345.205479452
152000.0,267351.6029645315
229000.0,267351.6029645315
490000.0,286147.98560700874
310000.0,403101.6424242424
525000.0,718740.6677018633
268000.0,357118.4210526316
813000.0,718740.6677018633
94000.0,365093.23529411765
498000.0,311228.07042253524
460000.0,286147.98560700874
892500.0,714538.4615384615
608000.0,497401.9864364982
285000.0,200936.93244246475
239900.0,267351.6029645315
1270000.0,938076.5765765766
49900.0,365093.23529411765
350000.0,365093.23529411765
625000.0,286147.98560700874
280000.0,286147.98560700874
100000.0,365093.23529411765
1495000.0,2430432.5064935065
950000.0,744449.0
1500000.0,575612.015625
282360.0,267351.6029645315
259000.0,511658.53658536583
749000.0,497401.9864364982
220000.0,412938.3522727273
639000.0,1524177.8839779005
359000.0,365093.23529411765
739000.0,601142.8571428572
725000.0,594296.147826087
170000.0,200936.93244246475
730000.0,795787.4549549549
410000.0,403803.02116402116
400680.0,342982.94088669954
640000.0,516944.9917877448
300000.0,403101.6424242424
141000.0,200936.93244246475
485000.0,398676.9759450172
970000.0,785353.2034632035
481280.0,286147.98560700874
229000.0,311228.07042253524
380000.0,365093.23529411765
91150.0,200936.93244246475
320000.0,200936.93244246475
990000.0,733778.9817444219
215000.0,200936.93244246475
287000.0,516944.9917877448
1190000.0,921057.9831932773
45000.0,286147.98560700874
1222000.0,1736641.0909090908
1100000.0,617582.8846153846
399000.0,357118.4210526316
390000.0,403101.6424242424
625000.0,562735.2483221476
112500.0,200936.93244246475
275000.0,365093.23529411765
700000.0,286147.98560700874
560000.0,357118.4210526316
343000.0,365093.23529411765
285000.0,403101.6424242424
760000.0,753897.339055794
310000.0,200936.93244246475
104000.0,200936.93244246475
995000.0,1484444.4444444445
50000.0,388176.4705882353
644800.0,511658.53658536583
1525000.0,626833.0266666666
910000.0,785353.2034632035
324900.0,1649191.9960000003
320000.0,365093.23529411765
625000.0,365093.23529411765
355000.0,200936.93244246475
499000.0,286147.98560700874
120000.0,267351.6029645315
780000.0,291475.01516683516
2450000.0,1649191.9960000003
49500.0,286147.98560700874
475000.0,398676.9759450172
366000.0,286147.98560700874
33000.0,200936.93244246475
1200000.0,921057.9831932773
390000.0,454090.62152777775
376000.0,403803.02116402116
598000.0,398676.9759450172
765070.0,570352.2276785715
399000.0,733778.9817444219
426933.0,291475.01516683516
365000.0,412938.3522727273
195000.0,286147.98560700874
2200000.0,1390646.551724138
790000.0,1524177.8839779005
440000.0,342982.94088669954
430000.0,516944.9917877448
318000.0,267351.6029645315
415000.0,365093.23529411765
650000.0,403803.02116402116
1412500.0,718740.6677018633
550000.0,365093.23529411765
205000.0,291475.01516683516
388000.0,357118.4210526316
684000.0,684041.4696969697
2600000.0,365093.23529411765
395000.0,267351.6029645315
126000.0,497401.9864364982
3200000.0,2273214.285714286
270500.0,291475.01516683516
345000.0,523130.54054054053
425000.0,403803.02116402116
355000.0,365093.23529411765
415000.0,744449.0
175000.0,208327.08396946566
850000.0,785353.2034632035
730000.0,795787.4549549549
710000.0,1524177.8839779005
475000.0,516944.9917877448
600000.0,938076.5765765766
207000.0,200936.93244246475
287900.0,267351.6029645315
185000.0,200936.93244246475
269500.0,286147.98560700874
295000.0,286147.98560700874
650000.0,583628.8659793815
360000.0,286147.98560700874
390000.0,286147.98560700874
425000.0,1202825.0
28000.0,200936.93244246475
1970000.0,1524177.8839779005
590000.0,733778.9817444219
150000.0,200936.93244246475
230000.0,286147.98560700874
575000.0,418946.89830508473
480000.0,594296.147826087
338800.0,497401.9864364982
63000.0,365093.23529411765
529000.0,365093.23529411765
550000.0,454090.62152777775
85000.0,200936.93244246475
305000.0,342982.94088669954
202900.0,200936.93244246475
620000.0,718740.6677018633
250000.0,286147.98560700874
390000.0,511658.53658536583
150000.0,200936.93244246475
130000.0,403101.6424242424
320000.0,365093.23529411765
550000.0,286147.98560700874
385000.0,714538.4615384615
325000.0,684041.4696969697
330000.0,403803.02116402116
176000.0,286147.98560700874
850000.0,733778.9817444219
349000.0,365093.23529411765
180000.0,200936.93244246475
108000.0,200936.93244246475
380000.0,516944.9917877448
495000.0,454090.62152777775
315000.0,291475.01516683516
1350000.0,744449.0
865000.0,921057.9831932773
500000.0,342982.94088669954
67000.0,200936.93244246475
235000.0,358226.3082706767
3950000.0,2430432.5064935065
350000.0,516944.9917877448
320000.0,365093.23529411765
227000.0,178133.33333333334
500000.0,938076.5765765766
550000.0,733778.9817444219
985000.0,626833.0266666666
625000.0,753897.339055794
580000.0,523130.54054054053
295000.0,395913.0081300813
167500.0,311228.07042253524
369000.0,497401.9864364982
499800.0,454090.62152777775
250000.0,301593.97575757577
175000.0,200936.93244246475
230000.0,200936.93244246475
330000.0,365093.23529411765
1250000.0,523130.54054054053
325000.0,342982.94088669954
199000.0,311228.07042253524
1300000.0,1265740.49122807
570000.0,398676.9759450172
3950000.0,2021860.6333333333
260000.0,342982.94088669954
183900.0,267351.6029645315
399000.0,523130.54054054053
152680.0,365093.23529411765
250000.0,286147.98560700874
235000.0,200936.93244246475
249000.0,200936.93244246475
350000.0,516944.9917877448
3225000.0,2430432.5064935065
45000.0,286147.98560700874
205000.0,200936.93244246475
565000.0,1484444.4444444445
75000.0,516944.9917877448
237500.0,403803.02116402116
295900.0,267351.6029645315
186000.0,200936.93244246475
205000.0,342982.94088669954
170000.0,259954.54545454544
855500.0,718740.6677018633
430000.0,365093.23529411765
455800.0,403101.6424242424
265000.0,267351.6029645315
320000.0,575612.015625
599000.0,365093.23529411765
375000.0,365093.23529411765
450000.0,365093.23529411765
265200.0,342982.94088669954
425000.0,497401.9864364982
380000.0,286147.98560700874
195300.0,267351.6029645315
450000.0,511658.53658536583
230000.0,311228.07042253524
515000.0,516944.9917877448
2200000.0,738258.6346153846
285000.0,516944.9917877448
59000.0,200936.93244246475
585000.0,1390646.551724138
2798036.0,1181733.8366197185
1100000.0,921057.9831932773
165000.0,286147.98560700874
471000.0,403101.6424242424
