Index;Type; Price ;Area;Location;Property
13797;T2;136 000,00 €;69;Santar?©m;Apartments
13798;T2;120 000,00 €;78;Santar?©m;Apartments
13799;T3;335 000,00 €;115;Set??bal;Apartments
138;T2;362 500,00 €;99.22;Faro;Apartments
1380;T3;325 000,00 €;108;Lisboa;Apartments
13800;T2;320 000,00 €;96;Set??bal;Apartments
13801;T3;350 000,00 €;80;Porto;Apartments
13802;T2;149 000,00 €;77;Set??bal;Apartments
13803;T2;188 500,00 €;67.90;Faro;Apartments
13804;T2;335 000,00 €;109;Porto;Apartments
13805;T2;300 000,00 €;109;Porto;Apartments
13807;T2;370 000,00 €;70.18;Lisboa;Apartments
13808;T4;650 000,00 €;224;Porto;Apartments
13809;T1;510 000,00 €;110;Lisboa;Apartments
1381;T1;215 000,00 €;63;Faro;Apartments
13810;T2;215 000,00 €;70;Lisboa;Apartments
13811;T2;180 000,00 €;85;Aveiro;Apartments
13812;T2;19 900,00 €;48;Castelo Branco;Apartments
13813;T3;349 000,00 €;95;Lisboa;Apartments
13814;T4;555 000,00 €;96.50;Porto;Apartments
13815;T3;215 000,00 €;73;Lisboa;Apartments
13817;T2;374 500,00 €;150;Porto;Apartments
13818;T3;175 000,00 €;96;Santar?©m;Apartments
13819;T3;325 000,00 €;110;Braga;Apartments
1382;T2;330 000,00 €;105;Ilha da Madeira;Apartments
13820;T3;1 900 000,00 €;136.88;Lisboa;Apartments
13821;T3;2 050 000,00 €;161.50;Lisboa;Apartments
13822;T4;3 400 000,00 €;244.05;Lisboa;Apartments
13823;T3;2 100 000,00 €;161.50;Lisboa;Apartments
13824;T3;320 000,00 €;117.60;Set??bal;Apartments
13825;T3;330 000,00 €;117.60;Set??bal;Apartments
13826;T4;310 000,00 €;156;Faro;Apartments
13827;T1;385 000,00 €;51;Porto;Apartments
13829;T1;390 000,00 €;51;Porto;Apartments
1383;T3;400 000,00 €;133;Ilha da Madeira;Apartments
13831;T1;395 000,00 €;51;Porto;Apartments
13832;T2;900 000,00 €;98;Porto;Apartments
13833;T4;394 000,00 €;94.50;Lisboa;Apartments
13834;T3;310 000,00 €;107;Faro;Apartments
13835;T3;128 000,00 €;103;Santar?©m;Apartments
13836;T3;650 000,00 €;298;Ilha da Madeira;Apartments
13837;T1;244 000,00 €;36;Lisboa;Apartments
13838;T1;259 000,00 €;52;Lisboa;Apartments
13839;T2;260 000,00 €;91;Set??bal;Apartments
1384;T0;99 500,00 €;62;Coimbra;Apartments
13840;T3;740 000,00 €;149;Porto;Apartments
13841;T2;410 000,00 €;90.52;Lisboa;Apartments
13842;T2;273 252,00 €;81;Faro;Apartments
13843;T1;198 000,00 €;55;Lisboa;Apartments
13844;T2;128 000,00 €;58;Faro;Apartments
13845;T1;315 000,00 €;53.37;Lisboa;Apartments
13846;T3;125 000,00 €;125;Viana do Castelo;Apartments
13847;T3;430 000,00 €;132;Set??bal;Apartments
13848;T3;480 000,00 €;133;Set??bal;Apartments
13849;T3;360 000,00 €;101;Porto;Apartments
1385;T2;550 000,00 €;132;Lisboa;Apartments
13850;T3;365 000,00 €;101;Porto;Apartments
13851;T4;142 500,00 €;87;Lisboa;Apartments
13852;T3;370 000,00 €;101;Porto;Apartments
13853;T2;300 000,00 €;81;Porto;Apartments
13854;T2;256 000,00 €;80;Porto;Apartments
13855;T2;260 000,00 €;81;Porto;Apartments
13856;T2;278 000,00 €;80;Porto;Apartments
13857;T2;325 000,00 €;83;Porto;Apartments
13858;T2;277 000,00 €;81;Porto;Apartments
13859;T3;325 000,00 €;130;Lisboa;Apartments
1386;T3;225 000,00 €;119;Set??bal;Apartments
13860;T1;300 000,00 €;60;Porto;Apartments
13861;T2;225 000,00 €;100;Porto;Apartments
13862;T3;545 000,00 €;125;Faro;Apartments
13863;T2;290 000,00 €;146;Faro;Apartments
13864;T2;340 000,00 €;65;Lisboa;Apartments
13866;T3;268 000,00 €;96;Lisboa;Apartments
13867;T2;187 500,00 €;62;Set??bal;Apartments
13868;T2;268 000,00 €;143;Lisboa;Apartments
13869;T3;599 000,00 €;135;Porto;Apartments
1387;T3;1 490 000,00 €;266;Porto;Apartments
13870;T3;430 000,00 €;110;Faro;Apartments
13871;T2;307 230,00 €;102;Faro;Apartments
13872;T3;350 000,00 €;118;Lisboa;Apartments
13873;T1;265 000,00 €;50;Lisboa;Apartments
13874;T2;325 000,00 €;70;Lisboa;Apartments
13875;T1;235 000,00 €;45;Lisboa;Apartments
13876;T1;237 500,00 €;45;Lisboa;Apartments
13878;T2;590 000,00 €;120;Porto;Apartments
13879;T3;300 000,00 €;97;Leiria;Apartments
1388;T3;1 950 000,00 €;150;Lisboa;Apartments
13881;T1;272 800,00 €;38;Lisboa;Apartments
13882;T3;186 000,00 €;107;Porto;Apartments
13883;T2;278 000,00 €;103;Faro;Apartments
13884;T1;233 500,00 €;53;Porto;Apartments
13885;T3;289 000,00 €;72;Lisboa;Apartments
13886;T1;470 000,00 €;63;Aveiro;Apartments
13887;T1;345 000,00 €;91;Faro;Apartments
13888;T2;280 000,00 €;72;Leiria;Apartments
13889;T1;385 000,00 €;51;Porto;Apartments
1389;T2;585 000,00 €;106;Lisboa;Apartments
13890;T2;395 000,00 €;85;Lisboa;Apartments
13891;T4;517 125,00 €;147;Porto;Apartments
13892;T3;456 750,00 €;127;Porto;Apartments
13893;T3;467 250,00 €;127;Porto;Apartments
13894;T3;160 000,00 €;90;Santar?©m;Apartments
13895;T2;429 900,00 €;113.15;Set??bal;Apartments
13896;T1;229 000,00 €;60;Porto;Apartments
13897;T1;147 500,00 €;66.60;Coimbra;Apartments
13898;T2;295 428,00 €;103;Faro;Apartments
13899;T2;190 000,00 €;62;Viana do Castelo;Apartments
139;T3;792 000,00 €;157.30;Porto;Apartments
1390;T3;480 000,00 €;147;Lisboa;Apartments
13900;T2;187 500,00 €;62;Set??bal;Apartments
13901;T5;990 000,00 €;269;Porto;Apartments
13902;T2;240 000,00 €;72;Faro;Apartments
13905;T2;199 000,00 €;70;Porto;Apartments
13906;T2;169 900,00 €;121;Viana do Castelo;Apartments
13907;T4;335 000,00 €;222;Leiria;Apartments
13908;T2;275 000,00 €;110;Ilha da Madeira;Apartments
13909;T1;299 000,00 €;38;Porto;Apartments
1391;T3;195 000,00 €;83;Set??bal;Apartments
13910;T1;360 000,00 €;66;Porto;Apartments
13912;T2;330 000,00 €;74;Faro;Apartments
13914;T3;394 548,00 €;132;Faro;Apartments
13915;T4;450 000,00 €;140.58;Faro;Apartments
13916;T2;139 900,00 €;74;Set??bal;Apartments
13917;T2;120 000,00 €;100.80;Santar?©m;Apartments
13918;T1;225 000,00 €;53;Porto;Apartments
13919;T3;386 232,00 €;132;Faro;Apartments
1392;T4;975 000,00 €;187;Faro;Apartments
13920;T1;225 000,00 €;64;Porto;Apartments
13921;T2;300 000,00 €;68;Porto;Apartments
13922;T2;305 000,00 €;68;Porto;Apartments
13923;T2;130 000,00 €;77.70;Faro;Apartments
13924;T2;395 000,00 €;73.20;Leiria;Apartments
13925;T2;195 000,00 €;63;Lisboa;Apartments
13926;T3;165 000,00 €;89;Set??bal;Apartments
13927;T2;215 000,00 €;63;Lisboa;Apartments
13928;T3;199 000,00 €;94;Set??bal;Apartments
13929;T1;299 000,00 €;45.57;Lisboa;Apartments
1393;T3;229 000,00 €;110.50;Faro;Apartments
13930;T4;1 260 000,00 €;179.09;Lisboa;Apartments
1394;T1;185 000,00 €;49;Faro;Apartments
13940;T3;580 000,00 €;120;Porto;Apartments
13941;T2;440 000,00 €;105;Porto;Apartments
13942;T1;115 000,00 €;152;Lisboa;Apartments
13943;T3;175 000,00 €;130;Porto;Apartments
13944;T3;180 000,00 €;105;Viana do Castelo;Apartments
13945;T3;360 000,00 €;105;Porto;Apartments
13946;T3;192 000,00 €;148;Santar?©m;Apartments
13947;T3;399 000,00 €;121;Porto;Apartments
13948;T3;740 000,00 €;120;Porto;Apartments
13949;T3;740 000,00 €;119;Porto;Apartments
1395;T3;269 500,00 €;105;Braga;Apartments
13950;T3;375 144,00 €;128;Faro;Apartments
13951;T2;250 000,00 €;83;Faro;Apartments
13952;T3;225 000,00 €;123.60;Coimbra;Apartments
13953;T1;320 000,00 €;86;Porto;Apartments
13954;T2;110 000,00 €;82.62;Porto;Apartments
13955;T3;465 000,00 €;98;Porto;Apartments
13956;T2;259 800,00 €;70;Lisboa;Apartments
13957;T5;800 000,00 €;127;Lisboa;Apartments
13958;T2; Pre?ßosobconsulta ;63;Lisboa;Apartments
13959;T3;115 000,00 €;90;Porto;Apartments
1396;T2;355 000,00 €;88;Faro;Apartments
13960;T3;285 000,00 €;142;Porto;Apartments
13961;T1;150 000,00 €;48;Lisboa;Apartments
13962;T3;155 000,00 €;107.15;Faro;Apartments
13963;T5;800 000,00 €;127;Lisboa;Apartments
13964;T2;390 000,00 €;37;Lisboa;Apartments
13965;T1;250 000,00 €;94.87;Braga;Apartments
13966;T1;208 000,00 €;67.11;Braga;Apartments
13967;T2;195 000,00 €;67;Lisboa;Apartments
13968;T2;980 000,00 €;213.05;Ilha da Madeira;Apartments
13969;T3;230 000,00 €;73;Lisboa;Apartments
1397;T1;990 000,00 €;167.21;Lisboa;Apartments
13970;T2;259 800,00 €;70;Lisboa;Apartments
13971;T1;375 000,00 €;48;Lisboa;Apartments
13972;T3;389 000,00 €;96;Lisboa;Apartments
13973;T2;165 900,00 €;86;Porto;Apartments
13974;T2;220 000,00 €;108;Santar?©m;Apartments
13975;T3;264 400,00 €;137;Viana do Castelo;Apartments
13976;T1;245 582,00 €;79.22;Porto;Apartments
13977;T2;292 500,00 €;95.65;Porto;Apartments
13978;T2;295 000,00 €;99.01;Porto;Apartments
13979;T3;139 000,00 €;89;Coimbra;Apartments
1398;T4;580 000,00 €;165.66;Porto;Apartments
13980;T2;330 000,00 €;85;Faro;Apartments
13981;T3;135 000,00 €;100;Viana do Castelo;Apartments
13982;T2;349 900,00 €;65;Lisboa;Apartments
13983;T3;394 000,00 €;101.70;Lisboa;Apartments
13984;T1;185 000,00 €;128;Santar?©m;Apartments
13985;T2;190 000,00 €;88;Ilha de S?£o Miguel;Apartments
13986;T3;595 000,00 €;135;Viana do Castelo;Apartments
13987;T2;240 000,00 €;115.25;Porto;Apartments
13988;T3;360 000,00 €;112;Porto;Apartments
13989;T2;200 000,00 €;80;Lisboa;Apartments
1399;T3;630 000,00 €;156;Porto;Apartments
13990;T1;125 000,00 €;55;Porto;Apartments
13991;T3;199 900,00 €;103;Leiria;Apartments
13992;T3;310 000,00 €;112;Set??bal;Apartments
13993;T2;180 500,00 €;98.42;Santar?©m;Apartments
13994;T6;1 590 000,00 €;250;Lisboa;Apartments
13995;T1;260 000,00 €;64;Porto;Apartments
13996;T1;270 000,00 €;64;Porto;Apartments
13997;T1;250 000,00 €;64;Porto;Apartments
13998;T1;175 000,00 €;55.47;Faro;Apartments
13999;T3;210 000,00 €;102;Braga;Apartments
14;T2;535 000,00 €;97.82;Porto;Apartments
140;T3;1 470 000,00 €;179;Lisboa;Apartments
1400;T2;370 000,00 €;103;Porto;Apartments
14000;T2;120 000,00 €;86;Aveiro;Apartments
14001;T2;399 000,00 €;60;Lisboa;Apartments
14002;T3;159 000,00 €;106;Braga;Apartments
14003;T2;215 000,00 €;90.20;Lisboa;Apartments
14005;T1;197 500,00 €;63;Aveiro;Apartments
14006;T1;220 000,00 €;59;Porto;Apartments
14007;T1;185 000,00 €;57;Aveiro;Apartments
14008;T2;400 000,00 €;154;Ilha da Madeira;Apartments
14009;T2;460 000,00 €;126;Ilha da Madeira;Apartments
1401;T2;139 900,00 €;67;Porto;Apartments
14010;T3;299 000,00 €;90;Porto;Apartments
14011;T2;199 000,00 €;119;Set??bal;Apartments
14012;T1;299 900,00 €;63;Lisboa;Apartments
14013;T1;225 000,00 €;86;Porto;Apartments
14014;T4;220 000,00 €;97;Set??bal;Apartments
14015;T2;160 000,00 €;82;Lisboa;Apartments
14016;T3;370 000,00 €;67;Lisboa;Apartments
14017;T2;198 000,00 €;97.50;Porto;Apartments
14019;T3;180 000,00 €;120;Porto;Apartments
1402;T3;445 000,00 €;135.84;Lisboa;Apartments
14020;T1;185 000,00 €;51;Porto;Apartments
14021;T2;185 000,00 €;46;Lisboa;Apartments
14022;T1;395 000,00 €;57;Lisboa;Apartments
14023;T2;726 000,00 €;117;Lisboa;Apartments
14025;T1;229 000,00 €;40.16;Faro;Apartments
14026;T3;1 200 000,00 €;155.62;Faro;Apartments
14027;T3;165 000,00 €;87;Set??bal;Apartments
14028;T2;255 000,00 €;88;Set??bal;Apartments
14029;T3;450 000,00 €;80;Lisboa;Apartments
1403;T3;180 000,00 €;89;Set??bal;Apartments
14030;T2;650 000,00 €;131;Porto;Apartments
14031;T3;395 000,00 €;123;Porto;Apartments
14032;T3;299 000,00 €;91.21;Lisboa;Apartments
14033;T2;175 000,00 €;68.60;Lisboa;Apartments
14036;T2;320 000,00 €;68.60;Porto;Apartments
14037;T1;315 000,00 €;40;Lisboa;Apartments
14038;T4;275 000,00 €;170;Viana do Castelo;Apartments
14039;T3;530 450,00 €;136;Porto;Apartments
1404;T2;815 000,00 €;123;Lisboa;Apartments
14040;T1;329 600,00 €;88;Porto;Apartments
14041;T3;399 000,00 €;153;Porto;Apartments
14042;T4;395 000,00 €;166;Porto;Apartments
14043;T2;295 000,00 €;83;Set??bal;Apartments
14044;T3;225 000,00 €;80;Lisboa;Apartments
14045;T2;145 000,00 €;99;Aveiro;Apartments
14046;T2;170 000,00 €;91.12;Braga;Apartments
14047;T3;138 500,00 €;80;Viana do Castelo;Apartments
14048;T0;291 000,00 €;94;Porto;Apartments
1405;T1;235 000,00 €;47;Lisboa;Apartments
14050;T3;299 000,00 €;90.30;Porto;Apartments
14051;T2;299 900,00 €;54;Lisboa;Apartments
14052;T2;510 000,00 €;78;Faro;Apartments
14053;T5;371 525,00 €;105;Aveiro;Apartments
14054;T2;153 000,00 €;64;Lisboa;Apartments
14055;T3;189 900,00 €;132;Braga;Apartments
14056;T2;299 900,00 €;54;Lisboa;Apartments
14057;T2;299 900,00 €;51;Lisboa;Apartments
14058;T2;350 000,00 €;81.60;Faro;Apartments
14059;T1;185 000,00 €;55;Aveiro;Apartments
1406;T3;249 900,00 €;101;Porto;Apartments
14060;T5;1 500 000,00 €;220;Lisboa;Apartments
14061;T3;176 000,00 €;87.68;Set??bal;Apartments
14062;T1;360 000,00 €;49.96;Lisboa;Apartments
14064;T2;200 000,00 €;68;Lisboa;Apartments
14065;T0;428 000,00 €;63.10;Lisboa;Apartments
14066;T0;321 000,00 €;38.70;Lisboa;Apartments
14067;T1;460 100,00 €;52;Lisboa;Apartments
14068;T1;260 000,00 €;41.25;Lisboa;Apartments
14069;T2;360 000,00 €;61.43;Lisboa;Apartments
1407;T3;615 000,00 €;167.55;Lisboa;Apartments
14070;T1;130 000,00 €;56;Porto;Apartments
14071;T5;2 250 000,00 €;347.30;Porto;Apartments
14072;T3;460 000,00 €;172.50;Viana do Castelo;Apartments
14073;T2;1 100 000,00 €;109.10;Lisboa;Apartments
14075;T3;590 000,00 €;125;Lisboa;Apartments
14076;T3;590 000,00 €;101;Lisboa;Apartments
14077;T3;590 000,00 €;129;Lisboa;Apartments
14078;T2;495 000,00 €;84;Lisboa;Apartments
14079;T2;495 000,00 €;81;Lisboa;Apartments
1408;T2;500 000,00 €;97;Ilha da Madeira;Apartments
14080;T2;495 000,00 €;97;Lisboa;Apartments
14081;T2;330 000,00 €;90;Lisboa;Apartments
14082;T3;650 000,00 €;252;Lisboa;Apartments
14083;T3;650 000,00 €;231;Lisboa;Apartments
14084;T1;425 705,00 €;78;Lisboa;Apartments
14085;T3;230 000,00 €;110;Set??bal;Apartments
14086;T2;495 000,00 €;101;Lisboa;Apartments
14087;T3;299 000,00 €;90;Porto;Apartments
14088;T2;400 000,00 €;101.75;?âvora;Apartments
14089;T3;485 000,00 €;98;Porto;Apartments
1409;T2;750 000,00 €;93;Faro;Apartments
14090;T3;465 000,00 €;98;Porto;Apartments
14091;T2;200 000,00 €;82;Lisboa;Apartments
14092;T2;490 000,00 €;74;Leiria;Apartments
14093;T3;380 000,00 €;100;Porto;Apartments
14094;T3;636 500,00 €;148;Lisboa;Apartments
14095;T3;606 500,00 €;131;Lisboa;Apartments
14096;T3;636 500,00 €;148;Lisboa;Apartments
14097;T3;606 500,00 €;131;Lisboa;Apartments
14098;T2;591 000,00 €;101;Lisboa;Apartments
14099;T3;570 000,00 €;104;Lisboa;Apartments
141;T2;315 000,00 €;100;Faro;Apartments
1410;T4;780 000,00 €;164;Lisboa;Apartments
14100;T3;570 000,00 €;103;Lisboa;Apartments
14101;T2;1 100 000,00 €;99.43;Lisboa;Apartments
14102;T2;272 500,00 €;65;Set??bal;Apartments
14103;T2;429 900,00 €;63;Lisboa;Apartments
14104;T3;210 000,00 €;95;Coimbra;Apartments
14105;T2;1 100 000,00 €;107.85;Lisboa;Apartments
14106;T2;1 100 000,00 €;108.22;Lisboa;Apartments
14107;T2;1 100 000,00 €;103.62;Lisboa;Apartments
14108;T2;1 100 000,00 €;105.03;Lisboa;Apartments
14109;T2;27 000,00 €;123;Beja;Apartments
1411;T2;800 000,00 €;114;Faro;Apartments
14110;T0;428 000,00 €;75.20;Lisboa;Apartments
14111;T2;299 000,00 €;79;Faro;Apartments
14112;T2;429 900,00 €;51;Lisboa;Apartments
14113;T4;345 000,00 €;78;Set??bal;Apartments
14114;T2;285 000,00 €;55;Lisboa;Apartments
14115;T4;297 000,00 €;133;Viana do Castelo;Apartments
14116;T1;350 000,00 €;66;Porto;Apartments
14117;T2;350 000,00 €;112;Leiria;Apartments
14118;T2;880 000,00 €;128.76;Lisboa;Apartments
14119;T3;130 000,00 €;140;Viana do Castelo;Apartments
1412;T3;450 000,00 €;119;Lisboa;Apartments
14120;T2;307 000,00 €;133;Viana do Castelo;Apartments
14121;T3;215 000,00 €;122;Set??bal;Apartments
14122;T1;300 000,00 €;60;Porto;Apartments
14123;T1;325 000,00 €;55;Porto;Apartments
14125;T3;350 000,00 €;142;Porto;Apartments
14126;T3;404 500,00 €;317;Porto;Apartments
14127;T2;167 000,00 €;66;Set??bal;Apartments
14128;T2;380 000,00 €;57;Lisboa;Apartments
14129;T3;350 000,00 €;128;Braga;Apartments
1413;T2;418 700,00 €;100.48;Faro;Apartments
14130;T3;260 000,00 €;117;Viana do Castelo;Apartments
14131;T2;350 000,00 €;144;Viana do Castelo;Apartments
14132;T1;157 500,00 €;61;Viana do Castelo;Apartments
14133;T2;280 000,00 €;155;Lisboa;Apartments
14134;T1;125 000,00 €;40;Set??bal;Apartments
14135;T2;235 000,00 €;68;Lisboa;Apartments
14136;T2;450 000,00 €;71.22;Lisboa;Apartments
14137;T0;280 000,00 €;34;Faro;Apartments
14138;T1;280 000,00 €;60;Porto;Apartments
14139;T2;200 000,00 €;82;Lisboa;Apartments
1414;T2;297 500,00 €;105.80;Faro;Apartments
14140;T2;265 000,00 €;65;Porto;Apartments
14141;T3;200 000,00 €;82;Lisboa;Apartments
14142;T2;200 000,00 €;82;Lisboa;Apartments
14143;T0;480 000,00 €;135;Lisboa;Apartments
14144;T1;316 000,00 €;86;Porto;Apartments
14145;T1;385 000,00 €;62;Lisboa;Apartments
14146;T4;140 000,00 €;98;Porto;Apartments
14148;T2;217 000,00 €;64;Porto;Apartments
14149;T3;210 000,00 €;117;Braga;Apartments
1415;T3;444 000,00 €;120;Lisboa;Apartments
14150;T3;200 000,00 €;135.75;Lisboa;Apartments
14152;T2;449 000,00 €;86;Lisboa;Apartments
14153;T3;200 000,00 €;98;Lisboa;Apartments
14154;T3;199 000,00 €;77.10;Porto;Apartments
14155;T3;210 000,00 €;90;Lisboa;Apartments
14156;T3;1 573 200,00 €;184.40;Lisboa;Apartments
14157;T2;280 000,00 €;83;Leiria;Apartments
14158;T3;1 207 500,00 €;139.70;Lisboa;Apartments
14159;T4;1 085 700,00 €;138.90;Lisboa;Apartments
1416;T5;695 000,00 €;117;Lisboa;Apartments
14160;T3;730 000,00 €;123;Lisboa;Apartments
14161;T3;1 350 000,00 €;198.20;Lisboa;Apartments
14162;T4;970 000,00 €;138.50;Lisboa;Apartments
14163;T4;911 000,00 €;138.50;Lisboa;Apartments
14164;T2;195 000,00 €;87;Leiria;Apartments
14165;T3;199 500,00 €;181;Aveiro;Apartments
14166;T3;235 000,00 €;130;Porto;Apartments
14167;T2;109 000,00 €;77;Porto;Apartments
14168;T1;190 000,00 €;40;Viana do Castelo;Apartments
14169;T3;445 000,00 €;168;Lisboa;Apartments
1417;T3;1 017 000,00 €;136;Porto;Apartments
14170;T2;385 000,00 €;103;Lisboa;Apartments
14171;T2;999 500,00 €;140;Lisboa;Apartments
14172;T2;460 000,00 €;105;Porto;Apartments
14173;T2;280 000,00 €;72;Leiria;Apartments
14174;T2;685 000,00 €;85.10;Lisboa;Apartments
14177;T1;524 000,00 €;79.54;Porto;Apartments
14178;T2;491 000,00 €;79.77;Porto;Apartments
14179;T2;600 000,00 €;94.08;Porto;Apartments
14180;T2;558 000,00 €;81.54;Porto;Apartments
14181;T2;518 000,00 €;76.29;Porto;Apartments
14182;T2;492 000,00 €;80.02;Porto;Apartments
14183;T2;494 000,00 €;83.58;Porto;Apartments
14184;T2;504 000,00 €;84.72;Porto;Apartments
14185;T2;668 000,00 €;109.15;Porto;Apartments
14186;T1;520 000,00 €;82.99;Porto;Apartments
14187;T1;389 000,00 €;70.85;Porto;Apartments
14188;T1;412 000,00 €;74.91;Porto;Apartments
14189;T2;658 000,00 €;107.90;Porto;Apartments
1419;T4;470 000,00 €;211;Porto;Apartments
14190;T1;514 000,00 €;84.27;Porto;Apartments
14191;T2;568 000,00 €;108.85;Porto;Apartments
14192;T1;389 000,00 €;70.85;Porto;Apartments
14193;T1;412 000,00 €;74.91;Porto;Apartments
14194;T2;658 000,00 €;107.90;Porto;Apartments
14195;T1;514 000,00 €;84.27;Porto;Apartments
14196;T2;568 000,00 €;108.85;Porto;Apartments
14197;T2;588 000,00 €;74.45;Porto;Apartments
14198;T3;798 000,00 €;183.19;Lisboa;Apartments
14199;T0;608 000,00 €;134.13;Porto;Apartments
142;T1;671 000,00 €;63.70;Lisboa;Apartments
1420;T2;315 000,00 €;87;Braga;Apartments
14200;T3;495 000,00 €;119.08;Lisboa;Apartments
14201;T3;490 000,00 €;119.08;Lisboa;Apartments
14202;T3;485 000,00 €;119.08;Lisboa;Apartments
14203;T3;350 000,00 €;125;Braga;Apartments
14204;T2;140 000,00 €;55;Lisboa;Apartments
14205;T1;240 000,00 €;67;Porto;Apartments
14206;T3;855 000,00 €;209;Porto;Apartments
14207;T3;545 000,00 €;102;Porto;Apartments
14208;T3;967 500,00 €;180;Porto;Apartments
14209;T3;820 000,00 €;125;Lisboa;Apartments
1421;T3;870 000,00 €;164.95;Porto;Apartments
14210;T3;345 000,00 €;136;Braga;Apartments
